,GeoFIPS,LineCode,Description,Unit,2016,2017,2018,2019
7160, 45011,3.0,Per capita personal income (dollars) 2/,Dollars,31624,32325,33924,35606
7161, 45013,1.0,Personal income (thousands of dollars),Thousands of dollars,9649057,10140166,10813382,11396255
7162, 45013,2.0,Population (persons) 1/,Number of persons,183184,186497,188876,192122
7163, 45013,3.0,Per capita personal income (dollars) 2/,Dollars,52674,54372,57251,59318
7164, 45015,1.0,Personal income (thousands of dollars),Thousands of dollars,7690826,8346612,9029801,9655241
7165, 45015,2.0,Population (persons) 1/,Number of persons,208525,214541,221182,227907
7166, 45015,3.0,Per capita personal income (dollars) 2/,Dollars,36882,38905,40825,42365
7167, 45017,1.0,Personal income (thousands of dollars),Thousands of dollars,523740,549788,577633,598650
7168, 45017,2.0,Population (persons) 1/,Number of persons,14744,14696,14563,14553
7169, 45017,3.0,Per capita personal income (dollars) 2/,Dollars,35522,37411,39664,41136
7170, 45019,1.0,Personal income (thousands of dollars),Thousands of dollars,22173124,23670241,25019103,26289411
7171, 45019,2.0,Population (persons) 1/,Number of persons,396880,402008,406222,411406
7172, 45019,3.0,Per capita personal income (dollars) 2/,Dollars,55869,58880,61590,63901
7173, 45021,1.0,Personal income (thousands of dollars),Thousands of dollars,1729581,1806028,1875854,1941041
7174, 45021,2.0,Population (persons) 1/,Number of persons,56683,56913,57069,57300
7175, 45021,3.0,Per capita personal income (dollars) 2/,Dollars,30513,31733,32870,33875
7176, 45023,1.0,Personal income (thousands of dollars),Thousands of dollars,1007362,1054893,1092296,1135862
7177, 45023,2.0,Population (persons) 1/,Number of persons,32297,32299,32304,32244
7178, 45023,3.0,Per capita personal income (dollars) 2/,Dollars,31191,32660,33813,35227
7179, 45025,1.0,Personal income (thousands of dollars),Thousands of dollars,1321101,1367656,1431481,1472178
7180, 45025,2.0,Population (persons) 1/,Number of persons,46120,45979,45881,45650
7181, 45025,3.0,Per capita personal income (dollars) 2/,Dollars,28645,29745,31200,32249
7182, 45027,1.0,Personal income (thousands of dollars),Thousands of dollars,1053432,1082207,1123535,1163349
7183, 45027,2.0,Population (persons) 1/,Number of persons,34259,34012,33742,33745
7184, 45027,3.0,Per capita personal income (dollars) 2/,Dollars,30749,31818,33298,34475
7185, 45029,1.0,Personal income (thousands of dollars),Thousands of dollars,1251969,1293469,1354087,1413693
7186, 45029,2.0,Population (persons) 1/,Number of persons,37579,37555,37676,37677
7187, 45029,3.0,Per capita personal income (dollars) 2/,Dollars,33316,34442,35940,37521
7188, 45031,1.0,Personal income (thousands of dollars),Thousands of dollars,2315733,2413603,2510214,2611125
7189, 45031,2.0,Population (persons) 1/,Number of persons,67259,66981,66759,66618
7190, 45031,3.0,Per capita personal income (dollars) 2/,Dollars,34430,36034,37601,39195
7191, 45033,1.0,Personal income (thousands of dollars),Thousands of dollars,822610,842196,871455,920556
7192, 45033,2.0,Population (persons) 1/,Number of persons,30719,30496,30612,30479
7193, 45033,3.0,Per capita personal income (dollars) 2/,Dollars,26779,27617,28468,30203
7194, 45035,1.0,Personal income (thousands of dollars),Thousands of dollars,5644415,5923222,6304617,6663106
7195, 45035,2.0,Population (persons) 1/,Number of persons,156173,158988,160718,162809
7196, 45035,3.0,Per capita personal income (dollars) 2/,Dollars,36142,37256,39228,40926
7197, 45037,1.0,Personal income (thousands of dollars),Thousands of dollars,895923,956043,968856,1016640
7198, 45037,2.0,Population (persons) 1/,Number of persons,26626,26837,27132,27260
7199, 45037,3.0,Per capita personal income (dollars) 2/,Dollars,33648,35624,35709,37294
7200, 45039,1.0,Personal income (thousands of dollars),Thousands of dollars,787394,799777,818787,845466
7201, 45039,2.0,Population (persons) 1/,Number of persons,22633,22593,22376,22347
7202, 45039,3.0,Per capita personal income (dollars) 2/,Dollars,34790,35399,36592,37834
7203, 45041,1.0,Personal income (thousands of dollars),Thousands of dollars,5422811,5540598,5813911,6085055
7204, 45041,2.0,Population (persons) 1/,Number of persons,138595,138495,138277,138293
7205, 45041,3.0,Per capita personal income (dollars) 2/,Dollars,39127,40006,42045,44001
7206, 45043,1.0,Personal income (thousands of dollars),Thousands of dollars,2662996,2818864,2961369,3092716
7207, 45043,2.0,Population (persons) 1/,Number of persons,61565,61826,62232,62680
7208, 45043,3.0,Per capita personal income (dollars) 2/,Dollars,43255,45594,47586,49341
7209, 45045,1.0,Personal income (thousands of dollars),Thousands of dollars,22475390,23819726,25010948,26072914
7210, 45045,2.0,Population (persons) 1/,Number of persons,499122,506831,514621,523542
7211, 45045,3.0,Per capita personal income (dollars) 2/,Dollars,45030,46997,48601,49801
7212, 45047,1.0,Personal income (thousands of dollars),Thousands of dollars,2455698,2555963,2613799,2703532
7213, 45047,2.0,Population (persons) 1/,Number of persons,70188,70496,70597,70811
7214, 45047,3.0,Per capita personal income (dollars) 2/,Dollars,34987,36257,37024,38180
7215, 45049,1.0,Personal income (thousands of dollars),Thousands of dollars,595572,610686,636293,659743
7216, 45049,2.0,Population (persons) 1/,Number of persons,19789,19498,19348,19222
7217, 45049,3.0,Per capita personal income (dollars) 2/,Dollars,30096,31320,32887,34322
7218, 45051,1.0,Personal income (thousands of dollars),Thousands of dollars,11327138,12050246,13008947,13819062
7219, 45051,2.0,Population (persons) 1/,Number of persons,321033,332655,344105,354081
7220, 45051,3.0,Per capita personal income (dollars) 2/,Dollars,35283,36224,37805,39028
7221, 45053,1.0,Personal income (thousands of dollars),Thousands of dollars,768536,796295,874912,946925
7222, 45053,2.0,Population (persons) 1/,Number of persons,28085,28522,29147,30073
7223, 45053,3.0,Per capita personal income (dollars) 2/,Dollars,27365,27919,30017,31488
7224, 45055,1.0,Personal income (thousands of dollars),Thousands of dollars,2481887,2607885,2731367,2856955
7225, 45055,2.0,Population (persons) 1/,Number of persons,64333,65213,65802,66551
7226, 45055,3.0,Per capita personal income (dollars) 2/,Dollars,38579,39990,41509,42929
7227, 45057,1.0,Personal income (thousands of dollars),Thousands of dollars,3935232,4414615,4856460,5135446
7228, 45057,2.0,Population (persons) 1/,Number of persons,89823,92411,95035,98012
7229, 45057,3.0,Per capita personal income (dollars) 2/,Dollars,43811,47772,51102,52396
7230, 45059,1.0,Personal income (thousands of dollars),Thousands of dollars,2155390,2245855,2317518,2392033
7231, 45059,2.0,Population (persons) 1/,Number of persons,66603,66822,66890,67493
7232, 45059,3.0,Per capita personal income (dollars) 2/,Dollars,32362,33610,34647,35441
7233, 45061,1.0,Personal income (thousands of dollars),Thousands of dollars,519299,527800,548147,565512
7234, 45061,2.0,Population (persons) 1/,Number of persons,17506,17388,17294,16828
7235, 45061,3.0,Per capita personal income (dollars) 2/,Dollars,29664,30354,31696,33605
7236, 45063,1.0,Personal income (thousands of dollars),Thousands of dollars,12575029,13282402,13676310,14337467
7237, 45063,2.0,Population (persons) 1/,Number of persons,286277,290338,294350,298750
7238, 45063,3.0,Per capita personal income (dollars) 2/,Dollars,43926,45748,46463,47992
7239, 45065,1.0,Personal income (thousands of dollars),Thousands of dollars,327356,347393,368716,378560
7240, 45065,2.0,Population (persons) 1/,Number of persons,9572,9554,9408,9463
7241, 45065,3.0,Per capita personal income (dollars) 2/,Dollars,34199,36361,39192,40004
7242, 45067,1.0,Personal income (thousands of dollars),Thousands of dollars,921083,944851,982581,1029113
7243, 45067,2.0,Population (persons) 1/,Number of persons,31760,31295,31056,30657
7244, 45067,3.0,Per capita personal income (dollars) 2/,Dollars,29001,30192,31639,33569
7245, 45069,1.0,Personal income (thousands of dollars),Thousands of dollars,792470,815214,849579,852417
7246, 45069,2.0,Population (persons) 1/,Number of persons,26979,26691,26392,26118
7247, 45069,3.0,Per capita personal income (dollars) 2/,Dollars,29374,30543,32191,32637
7248, 45071,1.0,Personal income (thousands of dollars),Thousands of dollars,1373004,1424055,1458744,1500089
7249, 45071,2.0,Population (persons) 1/,Number of persons,37934,38381,38443,38440
7250, 45071,3.0,Per capita personal income (dollars) 2/,Dollars,36195,37103,37946,39024
7251, 45073,1.0,Personal income (thousands of dollars),Thousands of dollars,3064012,3241852,3436252,3579857
7252, 45073,2.0,Population (persons) 1/,Number of persons,76535,77388,78307,79546
7253, 45073,3.0,Per capita personal income (dollars) 2/,Dollars,40034,41891,43882,45004
7254, 45075,1.0,Personal income (thousands of dollars),Thousands of dollars,2812978,2898282,2980245,3072628
7255, 45075,2.0,Population (persons) 1/,Number of persons,88419,87671,87013,86175
7256, 45075,3.0,Per capita personal income (dollars) 2/,Dollars,31814,33059,34251,35656
7257, 45077,1.0,Personal income (thousands of dollars),Thousands of dollars,4400686,4581444,4816900,5018140
7258, 45077,2.0,Population (persons) 1/,Number of persons,123020,123518,125225,126884
7259, 45077,3.0,Per capita personal income (dollars) 2/,Dollars,35772,37091,38466,39549
7260, 45079,1.0,Personal income (thousands of dollars),Thousands of dollars,17407645,18218346,18868466,19664968
7261, 45079,2.0,Population (persons) 1/,Number of persons,409014,411800,414202,415759
7262, 45079,3.0,Per capita personal income (dollars) 2/,Dollars,42560,44241,45554,47299
7263, 45081,1.0,Personal income (thousands of dollars),Thousands of dollars,653744,680997,682855,703313
7264, 45081,2.0,Population (persons) 1/,Number of persons,20187,20299,20397,20473
7265, 45081,3.0,Per capita personal income (dollars) 2/,Dollars,32384,33548,33478,34353
7266, 45083,1.0,Personal income (thousands of dollars),Thousands of dollars,12324966,12822583,13525267,14124521
7267, 45083,2.0,Population (persons) 1/,Number of persons,300867,306740,314137,319785
7268, 45083,3.0,Per capita personal income (dollars) 2/,Dollars,40965,41803,43055,44169
7269, 45085,1.0,Personal income (thousands of dollars),Thousands of dollars,3839608,3948139,4109063,4270900
7270, 45085,2.0,Population (persons) 1/,Number of persons,107075,106431,106409,106721
7271, 45085,3.0,Per capita personal income (dollars) 2/,Dollars,35859,37096,38616,40019
7272, 45087,1.0,Personal income (thousands of dollars),Thousands of dollars,835474,863008,904153,938068
7273, 45087,2.0,Population (persons) 1/,Number of persons,27666,27400,27324,27316
7274, 45087,3.0,Per capita personal income (dollars) 2/,Dollars,30199,31497,33090,34341
7275, 45089,1.0,Personal income (thousands of dollars),Thousands of dollars,951315,975230,1002459,1062662
7276, 45089,2.0,Population (persons) 1/,Number of persons,31912,31216,30606,30368
7277, 45089,3.0,Per capita personal income (dollars) 2/,Dollars,29811,31241,32754,34993
7278, 45091,1.0,Personal income (thousands of dollars),Thousands of dollars,11142001,11997068,12870610,13652312
7279, 45091,2.0,Population (persons) 1/,Number of persons,257866,266165,273782,280979
7280, 45091,3.0,Per capita personal income (dollars) 2/,Dollars,43208,45074,47010,48588
7281, 46000,1.0,Personal income (thousands of dollars),Thousands of dollars,42048965,43457295,46248924,47738131
7282, 46000,2.0,Population (persons) 1/,Number of persons,862996,872868,878698,884659
7283, 46000,3.0,Per capita personal income (dollars) 2/,Dollars,48724,49787,52633,53962
7284, 46003,1.0,Personal income (thousands of dollars),Thousands of dollars,102030,99502,107928,111991
7285, 46003,2.0,Population (persons) 1/,Number of persons,2764,2769,2785,2751
7286, 46003,3.0,Per capita personal income (dollars) 2/,Dollars,36914,35934,38753,40709
7287, 46005,1.0,Personal income (thousands of dollars),Thousands of dollars,908723,871237,886144,913807
7288, 46005,2.0,Population (persons) 1/,Number of persons,18188,18541,18423,18453
7289, 46005,3.0,Per capita personal income (dollars) 2/,Dollars,49963,46990,48100,49521
7290, 46007,1.0,Personal income (thousands of dollars),Thousands of dollars,107410,113398,124252,123693
7291, 46007,2.0,Population (persons) 1/,Number of persons,3441,3446,3473,3365
7292, 46007,3.0,Per capita personal income (dollars) 2/,Dollars,31215,32907,35777,36759
7293, 46009,1.0,Personal income (thousands of dollars),Thousands of dollars,238163,247100,267819,280958
7294, 46009,2.0,Population (persons) 1/,Number of persons,6940,6952,6910,6901
7295, 46009,3.0,Per capita personal income (dollars) 2/,Dollars,34317,35544,38758,40713
7296, 46011,1.0,Personal income (thousands of dollars),Thousands of dollars,1507908,1525382,1622445,1676045
7297, 46011,2.0,Population (persons) 1/,Number of persons,34301,34749,35077,35077
7298, 46011,3.0,Per capita personal income (dollars) 2/,Dollars,43961,43897,46254,47782
7299, 46013,1.0,Personal income (thousands of dollars),Thousands of dollars,2001417,1996886,2146936,2151554
7300, 46013,2.0,Population (persons) 1/,Number of persons,38900,39290,39145,38839
7301, 46013,3.0,Per capita personal income (dollars) 2/,Dollars,51450,50824,54846,55397
7302, 46015,1.0,Personal income (thousands of dollars),Thousands of dollars,203548,235655,243753,240060
7303, 46015,2.0,Population (persons) 1/,Number of persons,5216,5304,5230,5297
7304, 46015,3.0,Per capita personal income (dollars) 2/,Dollars,39024,44430,46607,45320
7305, 46017,1.0,Personal income (thousands of dollars),Thousands of dollars,42165,48729,47085,40578
7306, 46017,2.0,Population (persons) 1/,Number of persons,2030,2013,2027,1962
7307, 46017,3.0,Per capita personal income (dollars) 2/,Dollars,20771,24207,23229,20682
7308, 46019,1.0,Personal income (thousands of dollars),Thousands of dollars,362163,376134,390478,400980
7309, 46019,2.0,Population (persons) 1/,Number of persons,10124,10114,10253,10429
7310, 46019,3.0,Per capita personal income (dollars) 2/,Dollars,35773,37189,38084,38449
7311, 46021,1.0,Personal income (thousands of dollars),Thousands of dollars,57684,60040,72786,66797
7312, 46021,2.0,Population (persons) 1/,Number of persons,1386,1372,1366,1376
7313, 46021,3.0,Per capita personal income (dollars) 2/,Dollars,41619,43761,53284,48544
7314, 46023,1.0,Personal income (thousands of dollars),Thousands of dollars,326160,335335,374531,386240
7315, 46023,2.0,Population (persons) 1/,Number of persons,9358,9404,9331,9292
7316, 46023,3.0,Per capita personal income (dollars) 2/,Dollars,34854,35659,40138,41567
7317, 46025,1.0,Personal income (thousands of dollars),Thousands of dollars,168195,158073,179771,172907
7318, 46025,2.0,Population (persons) 1/,Number of persons,3637,3679,3726,3736
7319, 46025,3.0,Per capita personal income (dollars) 2/,Dollars,46246,42966,48248,46281
7320, 46027,1.0,Personal income (thousands of dollars),Thousands of dollars,509038,510516,547202,571084
7321, 46027,2.0,Population (persons) 1/,Number of persons,13933,14032,13983,14070
7322, 46027,3.0,Per capita personal income (dollars) 2/,Dollars,36535,36382,39133,40589
7323, 46029,1.0,Personal income (thousands of dollars),Thousands of dollars,1265759,1323577,1392878,1435469
7324, 46029,2.0,Population (persons) 1/,Number of persons,28062,28125,28033,28009
7325, 46029,3.0,Per capita personal income (dollars) 2/,Dollars,45106,47061,49687,51250
